Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
06/13/2015,"22.527,00","22.527,00","22.527,00","22.527,00","","-1,81%"
06/12/2015,"22.943,00","22.943,00","22.943,00","22.943,00","","2,01%"
06/11/2015,"22.491,00","22.491,00","22.491,00","22.491,00","","2,27%"
06/10/2015,"21.992,00","21.992,00","21.992,00","21.992,00","","0,57%"
06/09/2015,"21.868,00","21.868,00","21.868,00","21.868,00","","-11,11%"
06/08/2015,"24.601,00","24.601,00","24.601,00","24.601,00","","-6,29%"
06/07/2015,"26.253,00","26.253,00","26.253,00","26.253,00","","3,55%"
06/06/2015,"25.353,00","25.353,00","25.353,00","25.353,00","","-0,98%"
06/05/2015,"25.603,00","25.603,00","25.603,00","25.603,00","","-1,06%"
06/04/2015,"25.876,00","25.876,00","25.876,00","25.876,00","","-4,53%"
06/03/2015,"27.104,00","27.104,00","27.104,00","27.104,00","","0,38%"
06/02/2015,"27.001,00","27.001,00","27.001,00","27.001,00","","-0,17%"
06/01/2015,"27.048,00","27.048,00","27.048,00","27.048,00","","1,54%"
05/31/2015,"26.637,00","26.637,00","26.637,00","26.637,00","","-0,03%"
05/30/2015,"26.645,50","26.645,50","26.645,50","26.645,50","","-1,92%"
05/29/2015,"27.166,00","27.166,00","27.166,00","27.166,00","","3,14%"
05/28/2015,"26.340,00","26.340,00","26.340,00","26.340,00","","3,51%"
05/27/2015,"25.447,00","25.447,00","25.447,00","25.447,00","","-1,08%"
05/26/2015,"25.724,00","25.724,00","25.724,00","25.724,00","","2,29%"
05/25/2015,"25.147,00","25.147,00","25.147,00","25.147,00","","1,92%"
05/24/2015,"24.673,00","24.673,00","24.673,00","24.673,00","","-0,04%"
05/23/2015,"24.684,00","24.684,00","24.684,00","24.684,00","","-0,50%"
05/22/2015,"24.809,00","24.809,00","24.809,00","24.809,00","","-0,85%"
05/21/2015,"25.022,00","25.022,00","25.022,00","25.022,00","","0,20%"
05/20/2015,"24.972,00","24.972,00","24.972,00","24.972,00","","2,62%"
05/19/2015,"24.334,00","24.334,00","24.334,00","24.334,00","","1,48%"
05/18/2015,"23.980,00","23.980,00","23.980,00","23.980,00","","1,66%"
05/17/2015,"23.588,00","23.588,00","23.588,00","23.588,00","","3,36%"
05/16/2015,"22.822,00","22.822,00","22.822,00","22.822,00","","2,65%"
05/15/2015,"22.232,00","22.232,00","22.232,00","22.232,00","","-1,08%"
05/14/2015,"22.475,00","22.475,00","22.475,00","22.475,00","","1,00%"
05/13/2015,"22.253,00","22.253,00","22.253,00","22.253,00","","-0,79%"
05/12/2015,"22.431,00","22.431,00","22.431,00","22.431,00","","-1,37%"
05/11/2015,"22.742,00","22.742,00","22.742,00","22.742,00","","6,05%"
05/10/2015,"21.445,00","21.445,00","21.445,00","21.445,00","","-1,11%"
05/09/2015,"21.685,00","21.685,00","21.685,00","21.685,00","","2,17%"
05/08/2015,"21.224,00","21.224,00","21.224,00","21.224,00","","-1,05%"
05/07/2015,"21.450,00","21.450,00","21.450,00","21.450,00","","-3,30%"
05/06/2015,"22.181,00","22.181,00","22.181,00","22.181,00","","-0,22%"
05/05/2015,"22.231,00","22.231,00","22.231,00","22.231,00","","-0,43%"
05/04/2015,"22.328,00","22.328,00","22.328,00","22.328,00","","0,44%"
05/03/2015,"22.231,00","22.231,00","22.231,00","22.231,00","","-2,41%"
05/02/2015,"22.779,00","22.779,00","22.779,00","22.779,00","","2,73%"
05/01/2015,"22.173,00","22.173,00","22.173,00","22.173,00","","3,69%"
04/30/2015,"21.383,00","21.383,00","21.383,00","21.383,00","","1,28%"
04/29/2015,"21.113,00","21.113,00","21.113,00","21.113,00","","4,07%"
04/28/2015,"20.288,00","20.288,00","20.288,00","20.288,00","","-0,63%"
04/27/2015,"20.417,00","20.417,00","20.417,00","20.417,00","","1,39%"
04/26/2015,"20.137,00","20.137,00","20.137,00","20.137,00","","-1,39%"
04/25/2015,"20.420,00","20.420,00","20.420,00","20.420,00","","-1,21%"
04/24/2015,"20.671,00","20.671,00","20.671,00","20.671,00","","1,34%"
04/23/2015,"20.398,00","20.398,00","20.398,00","20.398,00","","5,80%"
04/22/2015,"19.280,00","19.280,00","19.280,00","19.280,00","","3,82%"
04/21/2015,"18.570,00","18.570,00","18.570,00","18.570,00","","1,04%"
04/20/2015,"18.378,00","18.378,00","18.378,00","18.378,00","","4,19%"
04/19/2015,"17.639,00","17.639,00","17.639,00","17.639,00","","0,92%"
04/18/2015,"17.479,00","17.479,00","17.479,00","17.479,00","","1,57%"
04/17/2015,"17.208,00","17.208,00","17.208,00","17.208,00","","1,32%"
04/16/2015,"16.984,00","16.984,00","16.984,00","16.984,00","","-3,83%"
04/15/2015,"17.661,00","17.661,00","17.661,00","17.661,00","","-3,42%"
04/14/2015,"18.286,00","18.286,00","18.286,00","18.286,00","","0,27%"
04/13/2015,"18.237,00","18.237,00","18.237,00","18.237,00","","1,64%"
04/12/2015,"17.942,00","17.942,00","17.942,00","17.942,00","","-2,74%"
04/11/2015,"18.447,00","18.447,00","18.447,00","18.447,00","","0,86%"
04/10/2015,"18.290,00","18.290,00","18.290,00","18.290,00","","0,85%"
04/09/2015,"18.135,00","18.135,00","18.135,00","18.135,00","","-0,03%"
04/08/2015,"18.141,00","18.141,00","18.141,00","18.141,00","","0,24%"
04/07/2015,"18.097,00","18.097,00","18.097,00","18.097,00","","-0,88%"
04/06/2015,"18.258,00","18.258,00","18.258,00","18.258,00","","-3,36%"
04/05/2015,"18.892,00","18.892,00","18.892,00","18.892,00","","0,39%"
04/04/2015,"18.818,00","18.818,00","18.818,00","18.818,00","","1,57%"
04/03/2015,"18.528,00","18.528,00","18.528,00","18.528,00","","1,64%"
04/02/2015,"18.229,00","18.229,00","18.229,00","18.229,00","","-0,01%"
04/01/2015,"18.231,00","18.231,00","18.231,00","18.231,00","","3,40%"
03/31/2015,"17.632,00","17.632,00","17.632,00","17.632,00","","-1,08%"
03/30/2015,"17.825,00","17.825,00","17.825,00","17.825,00","","-0,08%"
03/29/2015,"17.839,00","17.839,00","17.839,00","17.839,00","","-3,02%"
03/28/2015,"18.394,00","18.394,00","18.394,00","18.394,00","","-3,67%"
03/27/2015,"19.095,00","19.095,00","19.095,00","19.095,00","","2,40%"
03/26/2015,"18.648,00","18.648,00","18.648,00","18.648,00","","-1,51%"
03/25/2015,"18.934,00","18.934,00","18.934,00","18.934,00","","2,53%"
03/24/2015,"18.467,00","18.467,00","18.467,00","18.467,00","","-2,02%"
03/23/2015,"18.847,00","18.847,00","18.847,00","18.847,00","","-1,57%"
03/22/2015,"19.147,00","19.147,00","19.147,00","19.147,00","","2,94%"
03/21/2015,"18.601,00","18.601,00","18.601,00","18.601,00","","1,16%"
03/20/2015,"18.387,00","18.387,00","18.387,00","18.387,00","","3,87%"
03/19/2015,"17.702,00","17.702,00","17.702,00","17.702,00","","-1,12%"
03/18/2015,"17.902,00","17.902,00","17.902,00","17.902,00","","4,95%"
03/17/2015,"17.058,00","17.058,00","17.058,00","17.058,00","","0,17%"
03/16/2015,"17.029,00","17.029,00","17.029,00","17.029,00","","1,20%"
03/15/2015,"16.827,00","16.827,00","16.827,00","16.827,00","","1,82%"
03/14/2015,"16.527,00","16.527,00","16.527,00","16.527,00","","2,04%"
03/13/2015,"16.196,00","16.196,00","16.196,00","16.196,00","","-1,80%"
03/12/2015,"16.493,00","16.493,00","16.493,00","16.493,00","","2,61%"
03/11/2015,"16.073,00","16.073,00","16.073,00","16.073,00","","0,92%"
03/10/2015,"15.926,00","15.926,00","15.926,00","15.926,00","","-0,05%"
03/09/2015,"15.934,00","15.934,00","15.934,00","15.934,00","","-0,04%"
03/08/2015,"15.940,00","15.940,00","15.940,00","15.940,00","","-1,85%"
03/07/2015,"16.241,00","16.241,00","16.241,00","16.241,00","","0,28%"
03/06/2015,"16.195,00","16.195,00","16.195,00","16.195,00","","-0,94%"
03/05/2015,"16.348,00","16.348,00","16.348,00","16.348,00","","1,96%"
03/04/2015,"16.033,00","16.033,00","16.033,00","16.033,00","","-2,97%"
03/03/2015,"16.524,00","16.524,00","16.524,00","16.524,00","","-2,51%"
03/02/2015,"16.950,00","16.950,00","16.950,00","16.950,00","","1,51%"
03/01/2015,"16.698,00","16.698,00","16.698,00","16.698,00","","-0,93%"
02/28/2015,"16.854,00","16.854,00","16.854,00","16.854,00","","1,81%"
02/27/2015,"16.554,00","16.554,00","16.554,00","16.554,00","","-2,22%"
02/26/2015,"16.929,00","16.929,00","16.929,00","16.929,00","","1,12%"
02/25/2015,"16.742,00","16.742,00","16.742,00","16.742,00","","4,32%"
02/24/2015,"16.048,00","16.048,00","16.048,00","16.048,00","","-0,51%"
02/23/2015,"16.130,00","16.130,00","16.130,00","16.130,00","","-3,92%"
02/22/2015,"16.788,00","16.788,00","16.788,00","16.788,00","","0,18%"
02/21/2015,"16.757,00","16.757,00","16.757,00","16.757,00","","-3,48%"
02/20/2015,"17.361,00","17.361,00","17.361,00","17.361,00","","0,43%"
02/19/2015,"17.286,00","17.286,00","17.286,00","17.286,00","","-2,34%"
02/18/2015,"17.701,00","17.701,00","17.701,00","17.701,00","","-0,80%"
02/17/2015,"17.843,00","17.843,00","17.843,00","17.843,00","","0,55%"
02/16/2015,"17.745,00","17.745,00","17.745,00","17.745,00","","-1,52%"
02/15/2015,"18.019,00","18.019,00","18.019,00","18.019,00","","-1,05%"
02/14/2015,"18.210,00","18.210,00","18.210,00","18.210,00","","-2,28%"
02/13/2015,"18.635,00","18.635,00","18.635,00","18.635,00","","5,04%"
02/12/2015,"17.741,00","17.741,00","17.741,00","17.741,00","","-4,60%"
02/11/2015,"18.596,00","18.596,00","18.596,00","18.596,00","","-0,01%"
02/10/2015,"18.598,00","18.598,00","18.598,00","18.598,00","","-1,82%"
02/09/2015,"18.943,00","18.943,00","18.943,00","18.943,00","","-0,83%"
02/08/2015,"19.101,00","19.101,00","19.101,00","19.101,00","","-0,57%"
02/07/2015,"19.210,00","19.210,00","19.210,00","19.210,00","","3,08%"
02/06/2015,"18.636,00","18.636,00","18.636,00","18.636,00","","-0,53%"
02/05/2015,"18.735,00","18.735,00","18.735,00","18.735,00","","1,37%"
02/04/2015,"18.481,00","18.481,00","18.481,00","18.481,00","","2,17%"
02/03/2015,"18.088,00","18.088,00","18.088,00","18.088,00","","-3,51%"
02/02/2015,"18.746,00","18.746,00","18.746,00","18.746,00","","0,36%"
02/01/2015,"18.678,00","18.678,00","18.678,00","18.678,00","","-3,84%"
01/31/2015,"19.423,00","19.423,00","19.423,00","19.423,00","","4,56%"
01/30/2015,"18.576,00","18.576,00","18.576,00","18.576,00","","2,89%"
01/29/2015,"18.054,00","18.054,00","18.054,00","18.054,00","","3,31%"
01/28/2015,"17.475,00","17.475,00","17.475,00","17.475,00","","1,54%"
01/27/2015,"17.210,00","17.210,00","17.210,00","17.210,00","","-0,86%"
01/26/2015,"17.360,00","17.360,00","17.360,00","17.360,00","","-2,64%"
01/25/2015,"17.830,00","17.830,00","17.830,00","17.830,00","","4,43%"
01/24/2015,"17.073,00","17.073,00","17.073,00","17.073,00","","2,33%"
01/23/2015,"16.685,00","16.685,00","16.685,00","16.685,00","","-0,90%"
01/22/2015,"16.837,00","16.837,00","16.837,00","16.837,00","","-1,18%"
01/21/2015,"17.038,00","17.038,00","17.038,00","17.038,00","","-4,42%"
01/20/2015,"17.825,00","17.825,00","17.825,00","17.825,00","","0,72%"
01/19/2015,"17.697,00","17.697,00","17.697,00","17.697,00","","2,04%"
01/18/2015,"17.343,00","17.343,00","17.343,00","17.343,00","","1,42%"
01/17/2015,"17.101,00","17.101,00","17.101,00","17.101,00","","-2,42%"
01/16/2015,"17.526,00","17.526,00","17.526,00","17.526,00","","5,77%"
01/15/2015,"16.570,00","16.570,00","16.570,00","16.570,00","","-2,03%"
01/14/2015,"16.913,00","16.913,00","16.913,00","16.913,00","","-1,44%"
01/13/2015,"17.160,00","17.160,00","17.160,00","17.160,00","","-4,21%"
01/12/2015,"17.915,00","17.915,00","17.915,00","17.915,00","","-0,11%"
01/11/2015,"17.935,00","17.935,00","17.935,00","17.935,00","","1,43%"
01/10/2015,"17.682,00","17.682,00","17.682,00","17.682,00","","0,60%"
01/09/2015,"17.577,00","17.577,00","17.577,00","17.577,00","","-3,40%"
01/08/2015,"18.195,00","18.195,00","18.195,00","18.195,00","","0,50%"
01/07/2015,"18.105,00","18.105,00","18.105,00","18.105,00","","-0,93%"
01/06/2015,"18.275,00","18.275,00","18.275,00","18.275,00","","-4,14%"
01/05/2015,"19.065,00","19.065,00","19.065,00","19.065,00","","1,49%"
01/04/2015,"18.786,00","18.786,00","18.786,00","18.786,00","","-1,70%"
01/03/2015,"19.110,00","19.110,00","19.110,00","19.110,00","","-1,39%"
01/02/2015,"19.380,00","19.380,00","19.380,00","19.380,00","","-1,25%"
01/01/2015,"19.625,00","19.625,00","19.625,00","19.625,00","","1,60%"
12/31/2014,"19.315,00","19.315,00","19.315,00","19.315,00","","2,22%"
12/30/2014,"18.895,00","18.895,00","18.895,00","18.895,00","","-0,96%"
12/29/2014,"19.078,00","19.078,00","19.078,00","19.078,00","","-2,24%"
12/28/2014,"19.515,00","19.515,00","19.515,00","19.515,00","","-4,97%"
12/27/2014,"20.536,00","20.536,00","20.536,00","20.536,00","","4,87%"
12/26/2014,"19.582,00","19.582,00","19.582,00","19.582,00","","0,77%"
12/25/2014,"19.432,00","19.432,00","19.432,00","19.432,00","","-3,49%"
12/24/2014,"20.135,00","20.135,00","20.135,00","20.135,00","","2,89%"
12/23/2014,"19.569,00","19.569,00","19.569,00","19.569,00","","0,10%"
12/22/2014,"19.549,00","19.549,00","19.549,00","19.549,00","","-4,18%"
12/21/2014,"20.402,00","20.402,00","20.402,00","20.402,00","","5,70%"
12/20/2014,"19.302,00","19.302,00","19.302,00","19.302,00","","2,76%"
12/19/2014,"18.784,00","18.784,00","18.784,00","18.784,00","","4,88%"
12/18/2014,"17.910,00","17.910,00","17.910,00","17.910,00","","4,26%"
12/17/2014,"17.178,00","17.178,00","17.178,00","17.178,00","","5,90%"
12/16/2014,"16.221,00","16.221,00","16.221,00","16.221,00","","-2,16%"
12/15/2014,"16.579,00","16.579,00","16.579,00","16.579,00","","-1,91%"
12/14/2014,"16.902,00","16.902,00","16.902,00","16.902,00","","1,14%"
12/13/2014,"16.712,00","16.712,00","16.712,00","16.712,00","","2,22%"
12/12/2014,"16.349,00","16.349,00","16.349,00","16.349,00","","0,94%"
12/11/2014,"16.197,00","16.197,00","16.197,00","16.197,00","","1,89%"
12/10/2014,"15.897,00","15.897,00","15.897,00","15.897,00","","-1,69%"
12/09/2014,"16.170,00","16.170,00","16.170,00","16.170,00","","0,61%"
12/08/2014,"16.072,00","16.072,00","16.072,00","16.072,00","","0,16%"
12/07/2014,"16.046,00","16.046,00","16.046,00","16.046,00","","9,56%"
12/06/2014,"14.646,00","14.646,00","14.646,00","14.646,00","","1,64%"
12/05/2014,"14.409,00","14.409,00","14.409,00","14.409,00","","-2,76%"
12/04/2014,"14.818,00","14.818,00","14.818,00","14.818,00","","-0,34%"
12/03/2014,"14.869,00","14.869,00","14.869,00","14.869,00","","-4,50%"
12/02/2014,"15.569,00","15.569,00","15.569,00","15.569,00","","-1,90%"
12/01/2014,"15.870,00","15.870,00","15.870,00","15.870,00","","-1,61%"
11/30/2014,"16.129,00","16.129,00","16.129,00","16.129,00","","-1,56%"
11/29/2014,"16.384,00","16.384,00","16.384,00","16.384,00","","-0,27%"
11/28/2014,"16.428,00","16.428,00","16.428,00","16.428,00","","7,34%"
11/27/2014,"15.304,00","15.304,00","15.304,00","15.304,00","","-2,69%"
11/26/2014,"15.727,00","15.727,00","15.727,00","15.727,00","","-0,02%"
11/25/2014,"15.730,00","15.730,00","15.730,00","15.730,00","","0,81%"
11/24/2014,"15.604,00","15.604,00","15.604,00","15.604,00","","1,14%"
11/23/2014,"15.428,00","15.428,00","15.428,00","15.428,00","","6,11%"
11/22/2014,"14.539,00","14.539,00","14.539,00","14.539,00","","0,76%"
11/21/2014,"14.429,00","14.429,00","14.429,00","14.429,00","","-4,65%"
11/20/2014,"15.132,00","15.132,00","15.132,00","15.132,00","","1,27%"
11/19/2014,"14.942,00","14.942,00","14.942,00","14.942,00","","1,76%"
11/18/2014,"14.683,00","14.683,00","14.683,00","14.683,00","","-5,90%"
11/17/2014,"15.603,00","15.603,00","15.603,00","15.603,00","","-0,69%"
11/16/2014,"15.712,00","15.712,00","15.712,00","15.712,00","","5,88%"
11/15/2014,"14.839,00","14.839,00","14.839,00","14.839,00","","-0,56%"
11/14/2014,"14.922,00","14.922,00","14.922,00","14.922,00","","4,90%"
11/13/2014,"14.225,00","14.225,00","14.225,00","14.225,00","","-2,09%"
11/12/2014,"14.529,00","14.529,00","14.529,00","14.529,00","","-0,72%"
11/11/2014,"14.634,00","14.634,00","14.634,00","14.634,00","","3,49%"
11/10/2014,"14.141,00","14.141,00","14.141,00","14.141,00","","-2,87%"
11/09/2014,"14.559,00","14.559,00","14.559,00","14.559,00","","-0,23%"
11/08/2014,"14.592,00","14.592,00","14.592,00","14.592,00","","5,08%"
11/07/2014,"13.886,00","13.886,00","13.886,00","13.886,00","","3,31%"
11/06/2014,"13.441,00","13.441,00","13.441,00","13.441,00","","0,76%"
11/05/2014,"13.339,00","13.339,00","13.339,00","13.339,00","","-0,04%"
11/04/2014,"13.345,00","13.345,00","13.345,00","13.345,00","","4,77%"
11/03/2014,"12.738,00","12.738,00","12.738,00","12.738,00","","5,55%"
11/02/2014,"12.068,00","12.068,00","12.068,00","12.068,00","","-1,69%"
11/01/2014,"12.275,00","12.275,00","12.275,00","12.275,00","","-0,89%"
10/31/2014,"12.385,00","12.385,00","12.385,00","12.385,00","","-0,70%"
10/30/2014,"12.472,00","12.472,00","12.472,00","12.472,00","","0,80%"
10/29/2014,"12.373,00","12.373,00","12.373,00","12.373,00","","-4,63%"
10/28/2014,"12.974,00","12.974,00","12.974,00","12.974,00","","0,96%"
10/27/2014,"12.851,00","12.851,00","12.851,00","12.851,00","","-1,38%"
10/26/2014,"13.031,00","13.031,00","13.031,00","13.031,00","","-1,47%"
10/25/2014,"13.226,00","13.226,00","13.226,00","13.226,00","","4,69%"
10/24/2014,"12.634,00","12.634,00","12.634,00","12.634,00","","5,79%"
10/23/2014,"11.942,00","11.942,00","11.942,00","11.942,00","","0,81%"
10/22/2014,"11.846,00","11.846,00","11.846,00","11.846,00","","1,89%"
10/21/2014,"11.626,00","11.626,00","11.626,00","11.626,00","","3,31%"
10/20/2014,"11.253,00","11.253,00","11.253,00","11.253,00","","3,48%"
10/19/2014,"10.875,00","10.875,00","10.875,00","10.875,00","","-3,95%"
10/18/2014,"11.322,00","11.322,00","11.322,00","11.322,00","","-1,50%"
10/17/2014,"11.494,00","11.494,00","11.494,00","11.494,00","","1,77%"
10/16/2014,"11.294,00","11.294,00","11.294,00","11.294,00","","-1,51%"
10/15/2014,"11.467,00","11.467,00","11.467,00","11.467,00","","0,16%"
10/14/2014,"11.449,00","11.449,00","11.449,00","11.449,00","","-4,76%"
10/13/2014,"12.021,00","12.021,00","12.021,00","12.021,00","","-5,90%"
10/12/2014,"12.775,00","12.775,00","12.775,00","12.775,00","","3,11%"
10/11/2014,"12.390,00","12.390,00","12.390,00","12.390,00","","13,23%"
10/10/2014,"10.942,00","10.942,00","10.942,00","10.942,00","","0,61%"
10/09/2014,"10.876,00","10.876,00","10.876,00","10.876,00","","0,64%"
10/08/2014,"10.807,00","10.807,00","10.807,00","10.807,00","","1,39%"
10/07/2014,"10.659,00","10.659,00","10.659,00","10.659,00","","-1,73%"
10/06/2014,"10.847,00","10.847,00","10.847,00","10.847,00","","3,31%"
10/05/2014,"10.499,00","10.499,00","10.499,00","10.499,00","","4,77%"
10/04/2014,"10.021,00","10.021,00","10.021,00","10.021,00","","2,54%"
10/03/2014,"9.773,00","9.773,00","9.773,00","9.773,00","","2,90%"
10/02/2014,"9.498,00","9.498,00","9.498,00","9.498,00","","-1,38%"
10/01/2014,"9.631,00","9.631,00","9.631,00","9.631,00","","-0,27%"
09/30/2014,"9.657,00","9.657,00","9.657,00","9.657,00","","1,30%"
09/29/2014,"9.533,00","9.533,00","9.533,00","9.533,00","","-1,58%"
09/28/2014,"9.686,00","9.686,00","9.686,00","9.686,00","","-1,03%"
09/27/2014,"9.787,00","9.787,00","9.787,00","9.787,00","","-1,32%"
09/26/2014,"9.918,00","9.918,00","9.918,00","9.918,00","","-0,30%"
09/25/2014,"9.948,00","9.948,00","9.948,00","9.948,00","","-0,66%"
09/24/2014,"10.014,00","10.014,00","10.014,00","10.014,00","","5,16%"
09/23/2014,"9.523,00","9.523,00","9.523,00","9.523,00","","1,57%"
09/22/2014,"9.376,00","9.376,00","9.376,00","9.376,00","","-3,58%"
09/21/2014,"9.724,00","9.724,00","9.724,00","9.724,00","","-1,41%"
09/20/2014,"9.863,00","9.863,00","9.863,00","9.863,00","","2,66%"
09/19/2014,"9.607,00","9.607,00","9.607,00","9.607,00","","-1,81%"
09/18/2014,"9.784,00","9.784,00","9.784,00","9.784,00","","0,24%"
09/17/2014,"9.761,00","9.761,00","9.761,00","9.761,00","","-2,06%"
09/16/2014,"9.966,00","9.966,00","9.966,00","9.966,00","","4,00%"
09/15/2014,"9.583,00","9.583,00","9.583,00","9.583,00","","1,07%"
09/14/2014,"9.482,00","9.482,00","9.482,00","9.482,00","","-4,62%"
09/13/2014,"9.941,00","9.941,00","9.941,00","9.941,00","","-0,55%"
09/12/2014,"9.996,00","9.996,00","9.996,00","9.996,00","","-0,20%"
09/11/2014,"10.016,00","10.016,00","10.016,00","10.016,00","","2,84%"
09/10/2014,"9.739,00","9.739,00","9.739,00","9.739,00","","3,10%"
09/09/2014,"9.446,00","9.446,00","9.446,00","9.446,00","","0,04%"
09/08/2014,"9.442,00","9.442,00","9.442,00","9.442,00","","-4,07%"
09/07/2014,"9.843,00","9.843,00","9.843,00","9.843,00","","-3,69%"
09/06/2014,"10.220,00","10.220,00","10.220,00","10.220,00","","-0,35%"
09/05/2014,"10.256,00","10.256,00","10.256,00","10.256,00","","0,38%"
09/04/2014,"10.217,00","10.217,00","10.217,00","10.217,00","","-1,12%"
09/03/2014,"10.333,00","10.333,00","10.333,00","10.333,00","","-3,74%"
09/02/2014,"10.735,00","10.735,00","10.735,00","10.735,00","","-6,16%"
09/01/2014,"11.440,00","11.440,00","11.440,00","11.440,00","","-0,09%"
08/31/2014,"11.450,00","11.450,00","11.450,00","11.450,00","","0,48%"
